Gene,p,padj,loglik_full,loglik_red,df_full,df_red,mean,converge_impulse,converge_const,converge_sigmoid,impulseTOsigmoid_p,impulseTOsigmoid_padj,sigmoidTOconst_p,sigmoidTOconst_padj,isTransient,isMonotonous,allZero
FBgn0034996,0.98777512,0.999775474,-16.47406725,-16.77654618,9,4,0.278549805,0,0,0,1,1,0.681403668,0.999999999,FALSE,FALSE,FALSE
FBgn0034997,0.802589741,0.999775474,-106.2112985,-107.3737931,9,4,45.31608744,0,0,0,0.330486715,0.949736616,0.990534267,0.999999999,FALSE,FALSE,FALSE
FBgn0034998,0.663095474,0.999775474,-39.77043897,-41.39025637,9,4,1.126191345,0,0,0,0.389654928,0.949736616,0.716199211,0.999999999,FALSE,FALSE,FALSE
FBgn0034999,0.923795628,0.999775474,-75.45007865,-76.15244153,9,4,11.46835304,0,0,0,0.712569625,0.949736616,0.86684263,0.999999999,FALSE,FALSE,FALSE
FBgn0035000,0.958188719,0.999775474,-32.76122434,-33.28766524,9,4,0.738166569,0,0,0,0.635540897,0.949736616,0.985750215,0.999999999,FALSE,FALSE,FALSE
FBgn0035001,0.989539542,0.999775474,-173.3136656,-173.5962837,9,4,1618.349473,0,0,0,0.835192129,0.958844281,0.976770098,0.999999999,FALSE,FALSE,FALSE
FBgn0035003,0.946473587,0.999775474,-3.51853561,-4.110163701,9,4,1.74E-05,0,0,0,0.76018605,0.949736616,0.888404841,0.999999999,FALSE,FALSE,FALSE
FBgn0035006,0.951669947,0.999775474,-3.518483023,-4.082071957,9,4,0.083882649,0,0,0,0.793413617,0.949736616,0.881553842,0.999999999,FALSE,FALSE,FALSE
FBgn0035008,0.945159567,0.999775474,-3.51848745,-4.117015047,9,4,0.092946818,0,0,0,0.715042762,0.949736616,0.91309229,0.999999999,FALSE,FALSE,FALSE
FBgn0035009,0.946473587,0.999775474,-3.51853561,-4.110163701,9,4,1.74E-05,0,0,0,0.76018605,0.949736616,0.888404841,0.999999999,FALSE,FALSE,FALSE
FBgn0035010,0.921996522,0.999775474,-19.7041026,-20.4146291,9,4,0.286373404,0,0,0,0.73893933,0.949736616,0.84564255,0.999999999,FALSE,FALSE,FALSE
FBgn0035011,0.949163927,0.999775474,-3.518516781,-4.095784876,9,4,0.087342023,0,0,0,0.723951344,0.949736616,0.917025805,0.999999999,FALSE,FALSE,FALSE
FBgn0035012,0.934654592,0.999775474,-3.518556018,-4.169901234,9,4,1.81E-05,0,0,0,0.713712601,0.949736616,0.889961079,0.999999999,FALSE,FALSE,FALSE
FBgn0035014,0.928980089,0.999775474,-19.20170068,-19.88009988,9,4,0.391563232,0,0,0,0.537678294,0.949736616,0.989875074,0.999999999,FALSE,FALSE,FALSE
FBgn0035016,0.380120634,0.999775474,-153.042357,-155.6934668,9,4,648.4120791,0,0,0,0.69491658,0.949736616,0.205758502,0.999999999,FALSE,FALSE,FALSE
FBgn0035019,0.991572366,0.999775474,-26.99631413,-27.25370072,9,4,4.07E-05,0,0,0,0.93745776,1,0.943199637,0.999999999,FALSE,FALSE,FALSE
FBgn0035020,0.385827865,0.999775474,-114.3357823,-116.9621205,9,4,109.1961138,0,0,0,0.442356359,0.949736616,0.30535521,0.999999999,FALSE,FALSE,FALSE
FBgn0035021,0.996390685,0.999775474,-126.4001207,-126.5794819,9,4,156.9386883,0,0,0,0.845731022,0.962286024,0.999041679,0.999999999,FALSE,FALSE,FALSE
FBgn0035022,0.944305299,0.999775474,-37.14899786,-37.75197271,9,4,0.477794575,0,0,0,0.574246459,0.949736616,0.992247431,0.999999999,FALSE,FALSE,FALSE
FBgn0035023,0.965090011,0.999775474,-155.9653683,-156.4494661,9,4,404.3434821,0,0,0,0.734307156,0.949736616,0.95025913,0.999999999,FALSE,FALSE,FALSE
FBgn0035024,0.458655188,0.999775474,-130.3694445,-132.699868,9,4,353.8391963,0,0,0,0.852782097,0.962921419,0.226791302,0.999999999,FALSE,FALSE,FALSE
FBgn0035025,0.644009981,0.999775474,-116.4303267,-118.1124855,9,4,165.4898231,0,0,0,0.264323064,0.949736616,0.872462486,0.999999999,FALSE,FALSE,FALSE
FBgn0035026,0.591977155,0.999775474,-118.5826521,-120.4373136,9,4,172.8994186,0,0,0,0.317631207,0.949736616,0.70188339,0.999999999,FALSE,FALSE,FALSE
FBgn0035027,0.426262967,0.999775474,-126.1026342,-128.5604511,9,4,194.8528874,0,0,0,0.273798953,0.949736616,0.507765335,0.999999999,FALSE,FALSE,FALSE
FBgn0035028,0.783766826,0.999775474,-115.065131,-116.290928,9,4,111.9649804,0,0,0,0.909367237,0.990257485,0.519920826,0.999999999,FALSE,FALSE,FALSE
FBgn0035031,0.816769048,0.999775474,-85.1625329,-86.27657542,9,4,15.91515866,0,0,0,0.56477995,0.949736616,0.78058838,0.999999999,FALSE,FALSE,FALSE
FBgn0035032,0.578451458,0.999775474,-163.9040408,-165.8043932,9,4,636.5948344,0,0,0,0.152566418,0.949736616,0.99786675,0.999999999,FALSE,FALSE,FALSE
FBgn0035033,0.915205319,0.999775474,-118.8456238,-119.5863278,9,4,211.4992775,0,0,0,0.513499805,0.949736616,0.985455375,0.999999999,FALSE,FALSE,FALSE
FBgn0035034,0.563554566,0.999775474,-32.56348862,-34.51467958,9,4,0.759674764,0,0,0,0.18119131,0.949736616,0.921960959,0.999999999,FALSE,FALSE,FALSE
FBgn0035035,0.825358325,0.999775474,-125.2985751,-126.3828752,9,4,211.2450586,0,0,0,0.494465017,0.949736616,0.858998501,0.999999999,FALSE,FALSE,FALSE
FBgn0035036,0.821919432,0.999775474,-111.7420892,-112.8383362,9,4,120.8262999,0,0,0,0.721748316,0.949736616,0.672992497,0.999999999,FALSE,FALSE,FALSE
FBgn0035039,0.202549805,0.999775474,-115.1913304,-118.8174272,9,4,154.1276894,0,0,0,0.325912983,0.949736616,0.17107045,0.999999999,FALSE,FALSE,FALSE
FBgn0035040,0.493337998,0.999775474,-77.6441092,-79.84423982,9,4,11.67104231,0,0,0,0.600496756,0.949736616,0.336626555,0.999999999,FALSE,FALSE,FALSE
FBgn0035041,0.831109215,0.999775474,-31.10519951,-32.16939651,9,4,0.582687211,0,0,0,0.462419872,0.949736616,0.899668462,0.999999999,FALSE,FALSE,FALSE
FBgn0035042,0.874711664,0.999775474,-22.02917075,-22.93435739,9,4,0.277399137,0,0,0,0.657504028,0.949736616,0.808083664,0.999999999,FALSE,FALSE,FALSE
FBgn0035043,0.490869834,0.999775474,-24.46832322,-26.67754191,9,4,0.277741815,0,0,0,0.123063543,0.949736616,0.972891522,0.999999999,FALSE,FALSE,FALSE
FBgn0035044,0.975425402,0.999775474,-118.8649598,-119.2773539,9,4,122.8525373,0,0,0,0.862485324,0.966271468,0.912494743,0.999999999,FALSE,FALSE,FALSE
FBgn0035046,0.778268702,0.999775474,-136.6100646,-137.8541727,9,4,267.6869901,0,0,0,0.928004348,1,0.505132739,0.999999999,FALSE,FALSE,FALSE
FBgn0035047,0.623112732,0.999775474,-116.9580646,-118.7089731,9,4,184.526016,0,0,0,0.241098367,0.949736616,0.883334317,0.999999999,FALSE,FALSE,FALSE
FBgn0035049,0.908696573,0.999775474,-179.648453,-180.4172269,9,4,953.7923351,0,0,0,0.512278489,0.949736616,0.977625786,0.999999999,FALSE,FALSE,FALSE
FBgn0035050,0.864390388,0.999775474,-26.72860258,-27.672695,9,4,0.211919411,0,0,0,0.410666731,0.949736616,0.990830793,0.999999999,FALSE,FALSE,FALSE
FBgn0035056,0.396916574,0.999775474,-42.16015186,-44.73909753,9,4,0.96004067,0,0,0,1,1,0.142388203,0.999999999,FALSE,FALSE,FALSE
FBgn0035057,0.868036768,0.999775474,-74.54471238,-75.47516664,9,4,6.806365548,0,0,0,0.973609881,1,0.613321739,0.999999999,FALSE,FALSE,FALSE
FBgn0035059,0.733875148,0.999775474,-101.6657072,-103.0556521,9,4,68.8799765,0,0,0,0.735636905,0.949736616,0.538705649,0.999999999,FALSE,FALSE,FALSE
FBgn0035060,0.628528846,0.999775474,-156.3343287,-158.0673602,9,4,725.9509679,0,0,0,0.754584103,0.949736616,0.406841891,0.999999999,FALSE,FALSE,FALSE
FBgn0035063,0.035666066,0.999775474,-130.2494244,-136.2177544,9,4,170.8069204,0,0,0,1,1,0.003918895,0.228320196,FALSE,FALSE,FALSE
FBgn0035064,0.531790741,0.999775474,-117.8327999,-119.8944964,9,4,169.8949782,0,0,0,0.159802572,0.949736616,0.928497346,0.999999999,FALSE,FALSE,FALSE
FBgn0035065,0.566119031,0.999775474,-117.7730598,-119.7154578,9,4,133.3862061,0,0,0,0.634395605,0.949736616,0.395553153,0.999999999,FALSE,FALSE,FALSE
FBgn0035069,0.913272181,0.999775474,-7.389649503,-8.13877231,9,4,3.67E-05,0,1,0,0.900398034,0.985513425,0.73188732,0.999999999,FALSE,FALSE,FALSE
FBgn0035070,0.948700739,0.999775474,-3.518539781,-4.098303433,9,4,7.52E-06,0,0,0,0.760516906,0.949736616,0.893676751,0.999999999,FALSE,FALSE,FALSE
FBgn0035073,0.729636384,0.999775474,-118.271589,-119.6753313,9,4,227.955897,0,0,0,0.25126928,0.949736616,0.99749313,0.999999999,FALSE,FALSE,FALSE
FBgn0035076,0.705397136,0.999775474,-75.11735888,-76.59980967,9,4,10.05062037,0,0,0,0.357830265,0.949736616,0.823132597,0.999999999,FALSE,FALSE,FALSE
FBgn0035077,0.875242978,0.999775474,-72.70350382,-73.60666142,9,4,7.668488544,0,0,0,0.783165971,0.949736616,0.724983219,0.999999999,FALSE,FALSE,FALSE
FBgn0035078,0.937755261,0.999775474,-88.1665159,-88.80266961,9,4,27.41456541,0,0,0,0.541025092,0.949736616,0.997599671,0.999999999,FALSE,FALSE,FALSE
FBgn0035082,0.841826725,0.999775474,-109.5570111,-110.5832871,9,4,72.47880865,0,0,0,0.372287348,0.949736616,0.994513392,0.999999999,FALSE,FALSE,FALSE
FBgn0035083,0.444059278,0.999775474,-176.9144699,-179.3015492,9,4,1019.690099,0,0,0,1,1,0.138358137,0.999999999,FALSE,FALSE,FALSE
FBgn0035084,0.337357188,0.999775474,-104.9243448,-107.7703164,9,4,72.83106465,0,0,0,0.125530342,0.949736616,0.672719481,0.999999999,FALSE,FALSE,FALSE
FBgn0035085,0.644965311,0.999775474,-136.2728309,-137.9518603,9,4,248.6453843,0,0,0,0.600887033,0.949736616,0.505022137,0.999999999,FALSE,FALSE,FALSE
FBgn0035086,0.937673062,0.999775474,-91.47614134,-92.11270179,9,4,16.54885622,0,0,0,0.529146729,0.949736616,0.999999551,0.999999999,FALSE,FALSE,FALSE
FBgn0035088,0.132942086,0.999775474,-124.4144867,-128.641321,9,4,280.5329878,0,0,0,0.015667701,0.949736616,0.986449058,0.999999999,FALSE,FALSE,FALSE
FBgn0035089,0.677304859,0.999775474,-44.99155702,-46.56515364,9,4,1.336556539,0,0,0,0.595941815,0.949736616,0.5494952,0.999999999,FALSE,FALSE,FALSE
FBgn0035090,0.98096276,0.999775474,-31.33416392,-31.70192195,9,4,0.189377545,0,0,0,0.81652705,0.954924683,0.954266581,0.999999999,FALSE,FALSE,FALSE
FBgn0035091,0.4993316,0.999775474,-111.657402,-113.8355718,9,4,70.66724177,0,0,0,0.115186296,0.949736616,0.998354531,0.999999999,FALSE,FALSE,FALSE
FBgn0035092,0.783492343,0.999775474,-32.4359213,-33.66263412,9,4,0.304137867,0,0,0,0.463463636,0.949736616,0.821716956,0.999999999,FALSE,FALSE,FALSE
FBgn0035094,0.988544308,0.999775474,-94.73775016,-95.0317699,9,4,33.48227683,0,0,0,0.75407138,0.949736616,0.999048424,0.999999999,FALSE,FALSE,FALSE
FBgn0035097,0.589224104,0.999775474,-34.39995887,-36.26388682,9,4,0.836665534,0,0,0,0.367502773,0.949736616,0.631211619,0.999999999,FALSE,FALSE,FALSE
FBgn0035099,0.484417914,0.999775474,-150.9245196,-153.1576216,9,4,399.7386496,0,0,0,0.83869541,0.960320628,0.249374195,0.999999999,FALSE,FALSE,FALSE
FBgn0035101,0.874947219,0.999775474,-137.2718962,-138.1761836,9,4,310.2481876,0,0,0,0.95066689,1,0.6352917,0.999999999,FALSE,FALSE,FALSE
FBgn0035102,0.597240741,0.999775474,-141.8739282,-143.7109186,9,4,355.9285551,0,0,0,0.689171015,0.949736616,0.402631141,0.999999999,FALSE,FALSE,FALSE
FBgn0035103,0.744223515,0.999775474,-63.16620881,-64.52240147,9,4,4.706426326,0,0,0,0.409832426,0.949736616,0.818576277,0.999999999,FALSE,FALSE,FALSE
FBgn0035104,0.397609511,0.999775474,-72.1999429,-74.7759582,9,4,8.956746727,0,0,0,0.438163957,0.949736616,0.320540877,0.999999999,FALSE,FALSE,FALSE
FBgn0035106,0.84923238,0.999775474,-170.8896159,-171.8893002,9,4,842.6492031,0,0,0,0.413153513,0.949736616,0.972351308,0.999999999,FALSE,FALSE,FALSE
FBgn0035107,0.312652324,0.999775474,-127.7064295,-130.6736406,9,4,343.2369396,0,0,0,0.056147092,0.949736616,0.981541711,0.999999999,FALSE,FALSE,FALSE
FBgn0035109,0.298040529,0.999775474,-114.7677932,-117.8102679,9,4,103.0254112,0,0,0,0.520116575,0.949736616,0.188830176,0.999999999,FALSE,FALSE,FALSE
FBgn0035110,0.828472289,0.999775474,-129.166548,-130.2399827,9,4,202.9427119,0,0,0,0.418384289,0.949736616,0.939381902,0.999999999,FALSE,FALSE,FALSE
FBgn0035111,0.838822403,0.999775474,-140.2933848,-141.3303546,9,4,466.5835764,0,0,0,0.661468185,0.949736616,0.741670957,0.999999999,FALSE,FALSE,FALSE
FBgn0035112,0.701574398,0.999775474,-64.63823891,-66.13308726,9,4,3.137525629,0,0,0,0.711869331,0.949736616,0.510612679,0.999999999,FALSE,FALSE,FALSE
FBgn0035113,0.95068229,0.999775474,-98.03311654,-98.60213313,9,4,35.20390044,0,0,0,0.669846167,0.949736616,0.95300056,0.999999999,FALSE,FALSE,FALSE
FBgn0035120,0.398334904,0.999775474,-138.6695664,-141.2425179,9,4,364.3665523,0,0,0,0.282791201,0.949736616,0.454027158,0.999999999,FALSE,FALSE,FALSE
FBgn0035121,0.031206092,0.999775474,-177.6371908,-183.7747632,9,4,2626.21154,0,0,0,0.162787209,0.949736616,0.034410269,0.933005775,FALSE,FALSE,FALSE
FBgn0035122,0.627514308,0.999775474,-142.256206,-143.9925828,9,4,321.0807241,0,0,0,0.364097143,0.949736616,0.693372527,0.999999999,FALSE,FALSE,FALSE
FBgn0035124,0.262950886,0.999775474,-76.71784863,-79.95390173,9,4,7.770174269,0,0,0,0.3757657,0.949736616,0.210998143,0.999999999,FALSE,FALSE,FALSE
FBgn0035131,0.765641536,0.999775474,-71.1974037,-72.48331561,9,4,7.668337607,0,0,0,0.401716472,0.949736616,0.861905877,0.999999999,FALSE,FALSE,FALSE
FBgn0035132,0.079649088,0.999775474,-113.831217,-118.7553738,9,4,112.4263355,0,0,0,0.22089496,0.949736616,0.077580723,0.999999999,FALSE,FALSE,FALSE
FBgn0035134,0.847083022,0.999775474,-55.58414619,-56.59158358,9,4,3.090551709,0,0,0,0.723082158,0.949736616,0.713426971,0.999999999,FALSE,FALSE,FALSE
FBgn0035137,0.285402053,0.999775474,-130.7007763,-133.8107477,9,4,309.9855885,0,0,0,0.630156095,0.949736616,0.151338284,0.999999999,FALSE,FALSE,FALSE
FBgn0035138,0.591657042,0.999775474,-55.30102618,-57.15676435,9,4,1.99806697,0,0,0,0.554966862,0.949736616,0.469216739,0.999999999,FALSE,FALSE,FALSE
FBgn0035139,0.947292246,0.999775474,-3.518549097,-4.105841506,9,4,1.74E-05,0,0,0,0.761793818,0.949736616,0.889433029,0.999999999,FALSE,FALSE,FALSE
FBgn0035140,0.850610172,0.999775474,-96.5797976,-97.57449624,9,4,37.6506428,0,0,0,0.490516369,0.949736616,0.904440248,0.999999999,FALSE,FALSE,FALSE
FBgn0035141,0.87638155,0.999775474,-123.2976769,-124.1964773,9,4,171.3424821,0,0,0,0.41403917,0.949736616,0.9983487,0.999999999,FALSE,FALSE,FALSE
FBgn0035142,0.967644629,0.999775474,-207.7430913,-208.2105358,9,4,5523.226077,0,0,0,0.639038551,0.949736616,0.99795155,0.999999999,FALSE,FALSE,FALSE
FBgn0035143,0.297596548,0.999775474,-77.00043298,-80.0452398,9,4,13.27269882,0,0,0,0.048387635,0.949736616,0.998450339,0.999999999,FALSE,FALSE,FALSE
FBgn0035144,0.876961758,0.999775474,-123.3929338,-124.2895088,9,4,138.3831009,0,0,0,0.521294484,0.949736616,0.921023864,0.999999999,FALSE,FALSE,FALSE
FBgn0035145,0.794398813,0.999775474,-166.3212031,-167.5113712,9,4,1404.028393,0,0,0,1,1,0.494494249,0.999999999,FALSE,FALSE,FALSE
FBgn0035146,0.941252937,0.999775474,-128.2299946,-128.848626,9,4,93.42904859,0,0,0,0.624068104,0.949736616,0.961102263,0.999999999,FALSE,FALSE,FALSE
FBgn0035147,0.989610134,0.999775474,-220.5711069,-220.8528949,9,4,5573.241966,0,0,0,0.781148692,0.949736616,0.995217546,0.999999999,FALSE,FALSE,FALSE
FBgn0035148,0.521335772,0.999775474,-163.6550832,-165.7538677,9,4,900.6507182,0,0,0,0.712035027,0.949736616,0.3183948,0.999999999,FALSE,FALSE,FALSE
FBgn0035149,0.329408737,0.999775474,-160.5866822,-163.4708924,9,4,1271.941006,0,0,0,0.851713165,0.962578764,0.141818162,0.999999999,FALSE,FALSE,FALSE
FBgn0035150,0.852743206,0.999775474,-194.7044212,-195.6913761,9,4,2020.237385,0,0,0,0.719702746,0.949736616,0.725319293,0.999999999,FALSE,FALSE,FALSE
FBgn0035151,0.347617988,0.999775474,-134.5335597,-137.3311679,9,4,278.5454799,0,0,0,0.137150346,0.949736616,0.65444315,0.999999999,FALSE,FALSE,FALSE
FBgn0035153,0.473323839,0.999775474,-166.1114995,-168.3861142,9,4,1063.936266,0,0,0,0.846760326,0.962286024,0.239009699,0.999999999,FALSE,FALSE,FALSE
FBgn0035155,0.399683583,0.999775474,-121.7668163,-124.3340819,9,4,243.3374609,0,0,0,0.429959559,0.949736616,0.327780301,0.999999999,FALSE,FALSE,FALSE
FBgn0035157,0.566192196,0.999775474,-73.61023253,-75.55237991,9,4,10.31438286,0,0,0,0.349912777,0.949736616,0.618389688,0.999999999,FALSE,FALSE,FALSE
FBgn0035158,0.566114728,0.999775474,-125.7231777,-127.6655904,9,4,269.3231577,0,0,0,0.783492613,0.949736616,0.334390387,0.999999999,FALSE,FALSE,FALSE
FBgn0035159,0.485600674,0.999775474,-105.3958475,-107.6245574,9,4,63.62862806,0,0,0,0.316806292,0.949736616,0.540170724,0.999999999,FALSE,FALSE,FALSE
FBgn0035160,0.903020307,0.999775474,-65.55586147,-66.34851548,9,4,4.727597469,0,0,0,0.483656414,0.949736616,0.987664129,0.999999999,FALSE,FALSE,FALSE
FBgn0035161,0.964929233,0.999775474,-23.85752565,-24.34265202,9,4,0.50107328,0,0,0,0.791647138,0.949736616,0.918237618,0.999999999,FALSE,FALSE,FALSE
FBgn0035162,0.035961378,0.999775474,-184.4332882,-190.3911362,9,4,2066.590377,0,0,0,0.012869703,0.949736616,0.360375653,0.999999999,FALSE,FALSE,FALSE
FBgn0035164,0.614947761,0.999775474,-140.5122672,-142.2902135,9,4,365.9307775,0,0,0,0.317133021,0.949736616,0.738885298,0.999999999,FALSE,FALSE,FALSE
FBgn0035165,0.87056659,0.999775474,-191.9527993,-192.8737244,9,4,3656.600417,0,0,0,0.918488796,0.995297619,0.643221582,0.999999999,FALSE,FALSE,FALSE
FBgn0035166,0.507805036,0.999775474,-123.9399677,-126.0873437,9,4,182.7260943,0,0,0,0.498046982,0.949736616,0.407201143,0.999999999,FALSE,FALSE,FALSE
FBgn0035167,0.094459344,0.999775474,-120.9089364,-125.6042825,9,4,177.5346691,0,0,0,1,1,0.019977026,0.678948936,FALSE,FALSE,FALSE
FBgn0035168,0.731210872,0.999775474,-141.4890415,-142.8876603,9,4,148.6305353,0,0,0,0.530754545,0.949736616,0.675288886,0.999999999,FALSE,FALSE,FALSE
FBgn0035169,0.948751917,0.999775474,-147.9711996,-148.550688,9,4,530.7234103,0,0,0,0.964511603,1,0.780283281,0.999999999,FALSE,FALSE,FALSE
FBgn0035170,0.085154758,0.999775474,-113.4231851,-118.2580193,9,4,123.6438256,0,0,0,0.538308744,0.949736616,0.037895097,0.995449613,FALSE,FALSE,FALSE
FBgn0035171,0.592612127,0.999775474,-127.007513,-128.8600397,9,4,110.4656946,0,0,0,0.46763416,0.949736616,0.534925683,0.999999999,FALSE,FALSE,FALSE
FBgn0035173,0.642159186,0.999775474,-139.6729765,-141.3612012,9,4,209.2770238,0,0,0,0.184852071,0.949736616,0.999999904,0.999999999,FALSE,FALSE,FALSE
FBgn0035176,0.981274143,0.999775474,-11.36862821,-11.73369402,9,4,0.083507244,0,0,0,0.743314213,0.949736616,0.987073928,0.999999999,FALSE,FALSE,FALSE
FBgn0035179,0.70488964,0.999775474,-24.65475972,-26.13885645,9,4,0.27983889,0,0,0,0.311361588,0.949736616,0.888469481,0.999999999,FALSE,FALSE,FALSE
FBgn0035181,0.807078106,0.999775474,-160.0061869,-161.153424,9,4,598.797735,0,0,0,0.343734931,0.949736616,0.983963016,0.999999999,FALSE,FALSE,FALSE
FBgn0035186,0.382083248,0.999775474,-34.28790137,-36.93046279,9,4,0.642909682,0,0,0,0.071457959,0.949736616,0.999816129,0.999999999,FALSE,FALSE,FALSE
FBgn0035187,0.740064599,0.999775474,-56.0975802,-57.46735035,9,4,3.1430458,0,0,0,0.764021379,0.949736616,0.531707856,0.999999999,FALSE,FALSE,FALSE
FBgn0035189,0.863069222,0.999775474,-25.74479514,-26.69380185,9,4,0.344466519,0,0,0,0.557745967,0.949736616,0.866052611,0.999999999,FALSE,FALSE,FALSE
FBgn0035192,0.701325159,0.999775474,-107.5460673,-109.041724,9,4,78.04698246,0,0,0,0.308418378,0.949736616,0.887514532,0.999999999,FALSE,FALSE,FALSE
FBgn0035193,0.957986423,0.999775474,-27.81307311,-28.34070458,9,4,0.565148981,0,0,0,0.6760051,0.949736616,0.96517763,0.999999999,FALSE,FALSE,FALSE
FBgn0035194,0.916509652,0.999775474,-117.7419113,-118.4768936,9,4,130.6951426,0,0,0,0.494774195,0.949736616,0.995906222,0.999999999,FALSE,FALSE,FALSE
FBgn0035195,0.402662046,0.999775474,-139.4445585,-141.9993145,9,4,518.0605095,0,0,0,0.74707322,0.949736616,0.209953899,0.999999999,FALSE,FALSE,FALSE
FBgn0035196,0.767484401,0.999775474,-44.31637475,-45.59620531,9,4,1.508039412,0,0,0,0.837051064,0.959827094,0.531176525,0.999999999,FALSE,FALSE,FALSE
FBgn0035199,0.652922261,0.999775474,-47.60389551,-49.25689861,9,4,1.594065703,0,0,0,0.219425522,0.949736616,0.96511081,0.999999999,FALSE,FALSE,FALSE
FBgn0035203,0.827070833,0.999775474,-137.8107583,-138.8890887,9,4,497.9960837,0,0,0,0.613637188,0.949736616,0.757815116,0.999999999,FALSE,FALSE,FALSE
FBgn0035204,0.2741708,0.999775474,-131.927254,-135.0992507,9,4,288.5210298,0,0,0,0.409643055,0.949736616,0.207082788,0.999999999,FALSE,FALSE,FALSE
FBgn0035205,0.79718972,0.999775474,-155.7259805,-156.9067429,9,4,994.0245436,0,0,0,0.674047179,0.949736616,0.665615137,0.999999999,FALSE,FALSE,FALSE
FBgn0035206,0.6762507,0.999775474,-133.9823277,-135.5593492,9,4,424.4419983,0,0,0,0.246523745,0.949736616,0.949681685,0.999999999,FALSE,FALSE,FALSE
FBgn0035207,0.228353059,0.999775474,-162.492937,-165.9418346,9,4,1420.011986,0,0,0,0.112239031,0.949736616,0.471050771,0.999999999,FALSE,FALSE,FALSE
FBgn0035208,0.714109281,0.999775474,-57.88640266,-59.3405901,9,4,3.971291152,0,0,0,0.29644921,0.949736616,0.923997877,0.999999999,FALSE,FALSE,FALSE
FBgn0035209,0.933081765,0.999775474,-139.3141706,-139.9731075,9,4,304.3076562,0,0,0,0.780297924,0.949736616,0.844266364,0.999999999,FALSE,FALSE,FALSE
FBgn0035210,0.978564231,0.999775474,-141.5830276,-141.9708215,9,4,320.1395333,0,0,0,0.684756742,0.949736616,0.999350294,0.999999999,FALSE,FALSE,FALSE
FBgn0035211,0.732621186,0.999775474,-156.3254608,-157.7194889,9,4,373.6300043,0,0,0,0.744300183,0.949736616,0.532453891,0.999999999,FALSE,FALSE,FALSE
FBgn0035213,0.035801814,0.999775474,-159.0728164,-165.0363179,9,4,1042.595493,0,0,0,0.329818628,0.949736616,0.0212129,0.70792706,FALSE,FALSE,FALSE
FBgn0035216,0.967388651,0.999775474,-78.27306582,-78.74220639,9,4,11.69606507,0,0,0,0.71527544,0.949736616,0.965910855,0.999999999,FALSE,FALSE,FALSE
FBgn0035217,0.938760382,0.999775474,-24.37941621,-25.01057801,9,4,0.481229757,0,0,0,0.544085322,0.949736616,0.997493064,0.999999999,FALSE,FALSE,FALSE
FBgn0035218,0.857452337,0.999775474,-11.18471041,-12.15445719,9,4,0.084041241,0,0,0,0.457070849,0.949736616,0.945628366,0.999999999,FALSE,FALSE,FALSE
FBgn0035227,0.783497448,0.999775474,-162.4863953,-163.7130911,9,4,645.6716108,0,0,0,1,1,0.405462961,0.999999999,FALSE,FALSE,FALSE
FBgn0035228,0.18472297,0.999775474,-158.6250821,-162.3852857,9,4,705.8388657,0,0,0,0.958977562,1,0.059209198,0.999999999,FALSE,FALSE,FALSE
FBgn0035229,0.562082042,0.999775474,-164.8140601,-166.770308,9,4,736.5524499,0,0,0,0.698841958,0.949736616,0.362405617,0.999999999,FALSE,FALSE,FALSE
FBgn0035231,0.850577952,0.999775474,-119.8822037,-120.8770191,9,4,67.36326522,0,0,0,0.380038237,0.949736616,0.996656054,0.999999999,FALSE,FALSE,FALSE
FBgn0035232,0.354009025,0.999775474,-155.6781281,-158.4461533,9,4,953.6928711,0,0,0,0.329272238,0.949736616,0.345655988,0.999999999,FALSE,FALSE,FALSE
FBgn0035233,0.994669556,0.999775474,-121.394798,-121.6063452,9,4,188.9759401,0,0,0,0.915919026,0.993760289,0.969590224,0.999999999,FALSE,FALSE,FALSE
FBgn0035234,0.584021036,0.999775474,-77.54014566,-79.42163259,9,4,11.56456488,0,0,0,0.278502115,0.949736616,0.751490209,0.999999999,FALSE,FALSE,FALSE
FBgn0035235,0.36796969,0.999775474,-136.4196058,-139.1243644,9,4,331.5331727,0,0,0,0.330351763,0.949736616,0.362623841,0.999999999,FALSE,FALSE,FALSE
FBgn0035236,0.656226171,0.999775474,-155.5932005,-157.2354158,9,4,1016.589665,0,0,0,0.194438221,0.949736616,0.999767891,0.999999999,FALSE,FALSE,FALSE
FBgn0035237,0.85473458,0.999775474,-173.8839217,-174.863619,9,4,853.192549,0,0,0,0.433817183,0.949736616,0.96205963,0.999999999,FALSE,FALSE,FALSE
FBgn0035238,0.832106133,0.999775474,-134.1234686,-135.1841641,9,4,323.1915463,0,0,0,0.428911827,0.949736616,0.934318739,0.999999999,FALSE,FALSE,FALSE
FBgn0035241,0.415680325,0.999775474,-78.20474761,-80.70556658,9,4,17.24567485,0,0,0,0.083411098,0.949736616,0.998371877,0.999999999,FALSE,FALSE,FALSE
FBgn0035243,0.046698915,0.999775474,-122.7548132,-128.3782539,9,4,178.0589584,0,0,0,0.223766603,0.949736616,0.041070152,0.999999999,FALSE,FALSE,FALSE
FBgn0035244,0.675350506,0.999775474,-138.7469792,-140.3269258,9,4,603.8952058,0,0,0,0.830564921,0.957365469,0.425380866,0.999999999,FALSE,FALSE,FALSE
FBgn0035245,0.709343171,0.999775474,-91.93860348,-93.40825491,9,4,36.51536267,0,0,0,0.388801055,0.949736616,0.789173318,0.999999999,FALSE,FALSE,FALSE
